word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
unterhaltung-n,Unterhaltung,die Unterhaltung,noun,fem.,Unterhaltungen,,B1,beziehungen,"conversation, entertainment","разговор, развлечение",,dwds,word_unterhaltung-n.mp3,qa_flagged
unterlage-n,Unterlage,die Unterlage,noun,fem.,Unterlagen,,B1,arbeit-beruf,"document, paper","документ, бумага",,dwds,word_unterlage-n.mp3,qa_flagged
unterlassen-v,unterlassen,unterlassen,verb,,,"unterlässt, unterließ, hat unterlassen",B1,gesundheit,"refrain, stop doing","воздерживаться, прекращать",,dwds,word_unterlassen-v.mp3,enriched
unternehmer-n,Unternehmer,der Unternehmer,noun,mask.,Unternehmer,,B1,arbeit-beruf,"entrepreneur, business owner",предприниматель,,dwds,word_unternehmer-n.mp3,enriched
unternehmerin-n,Unternehmerin,die Unternehmerin,noun,fem.,Unternehmerinnen,,B1,arbeit-beruf,female entrepreneur,предпринимательница,,dwds,word_unternehmerin-n.mp3,enriched
unterrichten-v,unterrichten,unterrichten,verb,,,,B1,bildung,"teach, instruct","преподавать, обучать",,dwds,word_unterrichten-v.mp3,qa_flagged
untersagt-o,untersagt,untersagt,adj,,,,B1,gesellschaft,"prohibited, forbidden","запрещённый, запрещено",,dwds,word_untersagt-o.mp3,enriched
unterscheiden-v,unterscheiden,unterscheiden,verb,,,"unterscheidet, unterschied, hat unterschieden",B1,grundwortschatz,"distinguish, tell apart","различать, отличать",,dwds,word_unterscheiden-v.mp3,enriched
unterschiedlich-a,unterschiedlich,unterschiedlich,adj,,,,B1,gesellschaft,"different, varied","разный, различный",,dwds,word_unterschiedlich-a.mp3,enriched
unterstreichen-v,unterstreichen,unterstreichen,verb,,,"unterstreicht, unterstrich, hat unterstrichen",B1,bildung,"underline, emphasize","подчёркивать, выделять",,dwds,word_unterstreichen-v.mp3,enriched
unterstuetzen-v,unterstützen,unterstützen,verb,,,,B1,gesellschaft,"support, assist","поддерживать, помогать",,dwds,word_unterstuetzen-v.mp3,enriched
unterstuetzung-n,Unterstützung,die Unterstützung,noun,fem.,Unterstützungen,,B1,gesellschaft,"support, assistance","поддержка, помощь",,dwds,word_unterstuetzung-n.mp3,enriched
untersuchung-n,Untersuchung,die Untersuchung,noun,fem.,Untersuchungen,,B1,gesundheit,"examination, study","обследование, исследование",,dwds,word_untersuchung-n.mp3,enriched
urkunde-n,Urkunde,die Urkunde,noun,fem.,Urkunden,,B1,gesellschaft,"official certificate, document","официальное свидетельство, документ",,dwds,word_urkunde-n.mp3,enriched
ursache-n,Ursache,die Ursache,noun,fem.,Ursachen,,B1,grundwortschatz,"cause, reason",причина,,dwds,word_ursache-n.mp3,enriched
urspruenglich-a,ursprünglich,ursprünglich,adj,,,,B1,kultur,"original, originally","первоначальный, изначально",,dwds,word_urspruenglich-a.mp3,enriched
urteil-n,Urteil,das Urteil,noun,neutr.,Urteile,,B1,gesellschaft,"verdict, judgment","приговор, суждение",,dwds,word_urteil-n.mp3,enriched
vase-n,Vase,die Vase,noun,fem.,Vasen,,B1,wohnen,vase,ваза,,dwds,word_vase-n.mp3,enriched
vegetarisch-a,vegetarisch,vegetarisch,adj,,,,B1,gesundheit,vegetarian,вегетарианский,,dwds,word_vegetarisch-a.mp3,enriched
velo-n,Velo,das Velo,noun,neutr.,Velos,,B1,reisen-verkehr,"bicycle, bike",велосипед,,dwds,word_velo-n.mp3,enriched
verabredung-n,Verabredung,die Verabredung,noun,fem.,Verabredungen,,B1,beziehungen,"appointment, date","договорённость, свидание",,dwds,word_verabredung-n.mp3,enriched
verabschieden-v,verabschieden,verabschieden,verb,,,,B1,beziehungen,"say goodbye, see off","прощаться, провожать",,dwds,word_verabschieden-v.mp3,enriched
verantwortlich-a,verantwortlich,verantwortlich,adj,,,,B1,arbeit-beruf,"responsible, accountable","ответственный, отвечающий за",,dwds,word_verantwortlich-a.mp3,enriched
verantwortung-n,Verantwortung,die Verantwortung,noun,fem.,Verantwortungen,,B1,gesellschaft,responsibility,ответственность,,dwds,word_verantwortung-n.mp3,enriched
verbessern-v,verbessern,verbessern,verb,,,,B1,bildung,"improve, enhance","улучшать, совершенствовать",,dwds,word_verbessern-v.mp3,enriched
verbinden-v,verbinden,verbinden,verb,,,"verbindet, verband, hat verbunden",B1,technik,"connect, link","соединять, связывать",,dwds,word_verbinden-v.mp3,enriched
verbindung-n,Verbindung,die Verbindung,noun,fem.,Verbindungen,,B1,medien-internet,"connection, link","связь, соединение",,dwds,word_verbindung-n.mp3,enriched
verbot-n,Verbot,das Verbot,noun,neutr.,Verbote,,B1,gesellschaft,"ban, prohibition",запрет,,dwds,word_verbot-n.mp3,enriched
verbrauchen-v,verbrauchen,verbrauchen,verb,,,,B1,umwelt,"consume, use up","потреблять, расходовать",,dwds,word_verbrauchen-v.mp3,enriched
verbrecher-n,Verbrecher,der Verbrecher,noun,mask.,Verbrecher,,B1,gesellschaft,criminal,преступник,,dwds,word_verbrecher-n.mp3,enriched
verbrecherin-n,Verbrecherin,die Verbrecherin,noun,fem.,Verbrecherinnen,,B1,gesellschaft,female criminal,преступница,,dwds,word_verbrecherin-n.mp3,enriched
verbrennen-v,verbrennen,verbrennen,verb,,,"verbrennt, verbrannte, hat verbrannt",B1,umwelt,"burn, burn up","сжигать, обжигать",,dwds,word_verbrennen-v.mp3,enriched
verbringen-v,verbringen,verbringen,verb,,,"verbringt, verbrachte, hat verbracht",B1,freizeit-hobby,spend time,проводить время,,dwds,word_verbringen-v.mp3,enriched
verdacht-n,Verdacht,der Verdacht,noun,mask.,Verdächte,,B1,gesellschaft,"suspicion, suspicion of",подозрение,,dwds,word_verdacht-n.mp3,enriched
verdaechtig-a,verdächtig,verdächtig,adj,,,,B1,gesellschaft,"suspicious, suspect",подозрительный,,dwds,word_verdaechtig-a.mp3,enriched
vergangenheit-n,Vergangenheit,die Vergangenheit,noun,fem.,Vergangenheiten,,B1,gesellschaft,"past, past history",прошлое,,dwds,word_vergangenheit-n.mp3,enriched
vergeblich-a,vergeblich,vergeblich,adj,,,,B1,grundwortschatz,"in vain, futile","напрасный, тщетный",,dwds,word_vergeblich-a.mp3,enriched
vergleich-n,Vergleich,der Vergleich,noun,mask.,Vergleiche,,B1,bildung,"comparison, comparison with",сравнение,,dwds,word_vergleich-n.mp3,enriched
vergnuegen-n,Vergnügen,das Vergnügen,noun,neutr.,Vergnügen,,B1,freizeit-hobby,"pleasure, enjoyment","удовольствие, наслаждение",,dwds,word_vergnuegen-n.mp3,enriched
vergnuegen-v,vergnügen,vergnügen,verb,,,,B1,freizeit-hobby,"have fun, enjoy oneself","веселиться, развлекаться",,dwds,word_vergnuegen-v.mp3,enriched
vergnuegt-o,vergnügt,vergnügt,adj,,,,B1,freizeit-hobby,"cheerful, merry","весёлый, жизнерадостный",,dwds,word_vergnuegt-o.mp3,enriched
vergroessern-v,vergrößern,vergrößern,verb,,,,B1,technik,"enlarge, magnify","увеличивать, расширять",,dwds,word_vergroessern-v.mp3,enriched
verhaften-v,verhaften,verhaften,verb,,,,B1,gesellschaft,"arrest, detain","арестовывать, задерживать",,dwds,word_verhaften-v.mp3,enriched
verhalten-n,Verhalten,das Verhalten,noun,neutr.,(Sg.),,B1,beziehungen,"behavior, conduct",поведение,,dwds,word_verhalten-n.mp3,enriched
verhalten-v,verhalten,verhalten,verb,,,"verhält sich, verhielt sich, hat sich verhalten",B1,beziehungen,"behave, act","вести себя, поступать",,dwds,word_verhalten-v.mp3,enriched
verhindern-v,verhindern,verhindern,verb,,,,B1,gesellschaft,"prevent, stop","предотвращать, не допускать",,dwds,word_verhindern-v.mp3,enriched
verhaeltnis-n,Verhältnis,das Verhältnis,noun,neutr.,Verhältnisse,,B1,beziehungen,"relationship, proportion","отношение, соотношение",,dwds,word_verhaeltnis-n.mp3,enriched
verkehrszeichen-n,Verkehrszeichen,das Verkehrszeichen,noun,neutr.,Verkehrszeichen,,B1,reisen-verkehr,road sign,дорожный знак,,dwds,word_verkehrszeichen-n.mp3,enriched
verkaeuferin-n,Verkäuferin,die Verkäuferin,noun,fem.,Verkäuferinnen,,B1,einkaufen-konsum,"saleswoman, shop assistant","продавщица, продавец",,dwds,word_verkaeuferin-n.mp3,enriched
verlag-n,Verlag,der Verlag,noun,mask.,Verlage,,B1,kultur,"publishing house, publisher",издательство,,dwds,word_verlag-n.mp3,enriched
verlangen-v,verlangen,verlangen,verb,,,,B1,gesellschaft,"demand, require","требовать, нуждаться",,dwds,word_verlangen-v.mp3,enriched
verlassen-v,verlassen,verlassen,verb,,,"verlässt, verließ, hat verlassen",B1,reisen-verkehr,"leave, rely on","покидать, полагаться на",,dwds,word_verlassen-v.mp3,enriched
verlaufen-v,verlaufen,verlaufen,verb,,,"verläuft, verlief, ist verlaufen",B1,reisen-verkehr,"get lost, proceed","заблудиться, проходить",,dwds,word_verlaufen-v.mp3,enriched
verletzung-n,Verletzung,die Verletzung,noun,fem.,Verletzungen,,B1,gesundheit,"injury, violation","травма, нарушение",,dwds,word_verletzung-n.mp3,enriched
verliebt-o,verliebt,verliebt,adj,,,,B1,beziehungen,in love,влюблённый,,dwds,word_verliebt-o.mp3,enriched
verlierer-n,Verlierer,der Verlierer,noun,mask.,Verlierer,,B1,freizeit-hobby,loser,"проигравший, неудачник",,dwds,word_verlierer-n.mp3,enriched
verlust-n,Verlust,der Verlust,noun,mask.,Verluste,,B1,gesellschaft,"loss, financial loss","потеря, убыток",,dwds,word_verlust-n.mp3,enriched
verlaengern-v,verlängern,verlängern,verb,,,,B1,reisen-verkehr,"extend, prolong","продлевать, удлинять",,dwds,word_verlaengern-v.mp3,enriched
vermeiden-v,vermeiden,vermeiden,verb,,,"vermeidet, vermied, hat vermieden",B1,umwelt,avoid,избегать,,dwds,word_vermeiden-v.mp3,enriched
vermietung-n,Vermietung,die Vermietung,noun,fem.,Vermietungen,,B1,wohnen,"rental, letting","сдача в аренду, аренда",,dwds,word_vermietung-n.mp3,enriched
vermissen-v,vermissen,vermissen,verb,,,,B1,beziehungen,"miss, long for","скучать по, чувствовать отсутствие",,dwds,word_vermissen-v.mp3,enriched
vermittlung-n,Vermittlung,die Vermittlung,noun,fem.,Vermittlungen,,B1,arbeit-beruf,"mediation, arranging","посредничество, организация",,dwds,word_vermittlung-n.mp3,enriched
vermuten-v,vermuten,vermuten,verb,,,,B1,grundwortschatz,"to suppose, suspect","предполагать, подозревать",,dwds,word_vermuten-v.mp3,enriched
vermutlich-a,vermutlich,vermutlich,adj,,,,B1,grundwortschatz,"probably, presumably","вероятно, наверное",,dwds,word_vermutlich-a.mp3,enriched
vernuenftig-a,vernünftig,vernünftig,adj,,,,B1,grundwortschatz,"sensible, reasonable","разумный, рассудительный",,dwds,word_vernuenftig-a.mp3,enriched
verpacken-v,verpacken,verpacken,verb,,,,B1,einkaufen-konsum,"to wrap, package","упаковывать, заворачивать",,dwds,word_verpacken-v.mp3,enriched
verpflegen-v,verpflegen,verpflegen,verb,,,,B1,reisen-verkehr,"to provide meals, feed","кормить, обеспечивать питанием",,dwds,word_verpflegen-v.mp3,qa_flagged
verpflichten-v,verpflichten,verpflichten,verb,,,,B1,arbeit-beruf,"to oblige, commit","обязывать, брать обязательство",,dwds,word_verpflichten-v.mp3,enriched
verraten-v,verraten,verraten,verb,,,"verrät, verriet, hat verraten",B1,beziehungen,"to reveal, betray","раскрывать, предавать",,dwds,word_verraten-v.mp3,enriched
verrueckt-o,verrückt,verrückt,adj,,,,B1,gesundheit,"crazy, mad","сумасшедший, безумный",,dwds,word_verrueckt-o.mp3,enriched
versammlung-n,Versammlung,die Versammlung,noun,fem.,Versammlungen,,B1,gesellschaft,"meeting, assembly","собрание, заседание",,dwds,word_versammlung-n.mp3,enriched
verschmutzen-v,verschmutzen,verschmutzen,verb,,,,B1,umwelt,"to pollute, dirty","загрязнять, пачкать",,dwds,word_verschmutzen-v.mp3,enriched
verschreiben-v,verschreiben,verschreiben,verb,,,"verschreibt, verschrieb, hat verschrieben",B1,gesundheit,"to prescribe, devote","прописывать, посвящать",,dwds,word_verschreiben-v.mp3,enriched
verschwinden-v,verschwinden,verschwinden,verb,,,"verschwindet, verschwand, ist verschwunden",B1,grundwortschatz,"to disappear, vanish","исчезать, пропадать",,dwds,word_verschwinden-v.mp3,enriched
versichern-v,versichern,versichern,verb,,,,B1,gesellschaft,"to assure, insure","уверять, страховать",,dwds,word_versichern-v.mp3,enriched
versichertenkarte-n,Versichertenkarte,die Versichertenkarte,noun,fem.,Versichertenkarten,,B1,gesundheit,health insurance card,карта медицинского страхования,,dwds,word_versichertenkarte-n.mp3,enriched
versicherung-n,Versicherung,die Versicherung,noun,fem.,Versicherungen,,B1,gesundheit,"insurance, insurance company","страховка, страховая компания",,dwds,word_versicherung-n.mp3,enriched
versprechen-v,versprechen,versprechen,verb,,,"verspricht, versprach, hat versprochen",B1,beziehungen,"promise, assure","обещать, заверять",,dwds,word_versprechen-v.mp3,enriched
verstecken-v,verstecken,verstecken,verb,,,,B1,freizeit-hobby,"hide, conceal","прятать, скрывать",,dwds,word_verstecken-v.mp3,enriched
verstaendlich-a,verständlich,verständlich,adj,,,,B1,bildung,"understandable, clear","понятный, ясный",,dwds,word_verstaendlich-a.mp3,enriched
verstaendnis-n,Verständnis,das Verständnis,noun,neutr.,Verständnisse,,B1,beziehungen,"understanding, comprehension","понимание, взаимопонимание",,dwds,word_verstaendnis-n.mp3,enriched
versuch-n,Versuch,der Versuch,noun,mask.,Versuche,,B1,grundwortschatz,"attempt, try",попытка,,dwds,word_versuch-n.mp3,enriched
versaeumen-v,versäumen,versäumen,verb,,,,B1,reisen-verkehr,"miss, fail to do","пропустить, упустить",,dwds,word_versaeumen-v.mp3,enriched
verteilen-v,verteilen,verteilen,verb,,,,B1,gesellschaft,"distribute, hand out","распределять, раздавать",,dwds,word_verteilen-v.mp3,enriched
vertrauen-n,Vertrauen,das Vertrauen,noun,neutr.,(Sg.),,B1,beziehungen,"trust, confidence",доверие,,dwds,word_vertrauen-n.mp3,enriched
vertrauen-v,vertrauen,vertrauen,verb,,,,B1,beziehungen,"trust, rely on","доверять, полагаться на",,dwds,word_vertrauen-v.mp3,enriched
vertreten-v,vertreten,vertreten,verb,,,"vertritt, vertrat, hat vertreten",B1,arbeit-beruf,"represent, replace","представлять, заменять",,dwds,word_vertreten-v.mp3,enriched
vertreter-n,Vertreter,der Vertreter,noun,mask.,Vertreter,,B1,arbeit-beruf,"representative, agent","представитель, уполномоченный",,dwds,word_vertreter-n.mp3,enriched
vertreterin-n,Vertreterin,die Vertreterin,noun,fem.,Vertreterinnen,,B1,arbeit-beruf,"female representative, agent","представительница, уполномоченная",,dwds,word_vertreterin-n.mp3,enriched
vertretung-n,Vertretung,die Vertretung,noun,fem.,Vertretungen,,B1,arbeit-beruf,"representation, substitute","представительство, замещение",,dwds,word_vertretung-n.mp3,enriched
verursachen-v,verursachen,verursachen,verb,,,,B1,reisen-verkehr,"cause, bring about","вызывать, причинять",,dwds,word_verursachen-v.mp3,enriched
verurteilen-v,verurteilen,verurteilen,verb,,,,B1,gesellschaft,"sentence, condemn","приговорить, осудить",,dwds,word_verurteilen-v.mp3,enriched
verwaltung-n,Verwaltung,die Verwaltung,noun,fem.,Verwaltungen,,B1,arbeit-beruf,"administration, management","администрация, управление",,dwds,word_verwaltung-n.mp3,enriched
verwandt-a,verwandt,verwandt,adj,,,,B1,beziehungen,"related, kindred","родственный, связанный родством",,dwds,word_verwandt-a.mp3,enriched
verwechseln-v,verwechseln,verwechseln,verb,,,,B1,grundwortschatz,"confuse, mistake","путать, принимать за другого",,dwds,word_verwechseln-v.mp3,enriched
verwenden-v,verwenden,verwenden,verb,,,,B1,grundwortschatz,"use, employ","использовать, применять",,dwds,word_verwenden-v.mp3,enriched
verzeihen-v,verzeihen,verzeihen,verb,,,"verzeiht, verzieh, hat verziehen",B1,beziehungen,"forgive, excuse","прощать, извинять",,dwds,word_verzeihen-v.mp3,enriched
verzeihung-n,Verzeihung,die Verzeihung,noun,fem.,Verzeihungen,,B1,grundwortschatz,"forgiveness, apology","прощение, извинение",,dwds,word_verzeihung-n.mp3,enriched
verzichten-v,verzichten,verzichten,verb,,,,B1,gesundheit,"do without, give up","отказываться, обходиться без",,dwds,word_verzichten-v.mp3,enriched
veraendern-v,verändern,verändern,verb,,,,B1,gesellschaft,"change, alter","изменять, менять",,dwds,word_veraendern-v.mp3,enriched
veroeffentlichen-v,veröffentlichen,veröffentlichen,verb,,,,B1,medien-internet,"publish, post","публиковать, размещать",,dwds,word_veroeffentlichen-v.mp3,enriched
video-n,Video,das Video,noun,neutr.,Videos,,B1,medien-internet,"video, recording","видео, видеозапись",,dwds,word_video-n.mp3,enriched
virtuell-a,virtuell,virtuell,adj,,,,B1,technik,"virtual, online","виртуальный, онлайн",,dwds,word_virtuell-a.mp3,enriched
virus-n,Virus,das Virus,noun,neutr.,Viren,,B1,gesundheit,virus,вирус,,dwds,word_virus-n.mp3,enriched
visitenkarte-n,Visitenkarte,die Visitenkarte,noun,fem.,Visitenkarten,,B1,arbeit-beruf,business card,визитная карточка,,dwds,word_visitenkarte-n.mp3,enriched
visum-n,Visum,das Visum,noun,neutr.,Visa,,B1,reisen-verkehr,visa,виза,,dwds,word_visum-n.mp3,enriched
vitamin-n,Vitamin,das Vitamin,noun,neutr.,Vitamine,,B1,gesundheit,vitamin,витамин,,dwds,word_vitamin-n.mp3,enriched
vollzeit-n,Vollzeit,die Vollzeit,noun,fem.,(Sg.),,B1,arbeit-beruf,full-time work,полная занятость,,dwds,word_vollzeit-n.mp3,qa_flagged
voneinander-a,voneinander,voneinander,adv,,,,B1,beziehungen,from each other,друг от друга,,dwds,word_voneinander-a.mp3,enriched
vor-allem-p,vor allem,vor allem,phrase,,,,B1,grundwortschatz,"above all, especially","прежде всего, особенно",,dwds,word_vor-allem-p.mp3,enriched
voraus-a,voraus,voraus,adv,,,,B1,grundwortschatz,"ahead, in advance","вперёд, заранее",,dwds,word_voraus-a.mp3,enriched
voraussetzung-n,Voraussetzung,die Voraussetzung,noun,fem.,Voraussetzungen,,B1,bildung,"requirement, prerequisite","условие, предпосылка",,dwds,word_voraussetzung-n.mp3,enriched
voraussichtlich-a,voraussichtlich,voraussichtlich,adv,,,,B1,reisen-verkehr,"probably, expected","вероятно, предположительно",,dwds,word_voraussichtlich-a.mp3,enriched
vorbei-o,vorbei-,vorbei-,other,,,,B1,reisen-verkehr,"past, by","мимо, законченный",,dwds,word_vorbei-o.mp3,enriched
vorbereitung-n,Vorbereitung,die Vorbereitung,noun,fem.,Vorbereitungen,,B1,bildung,"preparation, preparations",подготовка,,dwds,word_vorbereitung-n.mp3,qa_flagged
vorder-a,vorder,vorder,adj,,,,B1,reisen-verkehr,"front, forward",передний,,dwds,word_vorder-a.mp3,enriched
vorfahrt-n,Vorfahrt,die Vorfahrt,noun,fem.,(Sg.),,B1,reisen-verkehr,right of way,право преимущественного проезда,,dwds,word_vorfahrt-n.mp3,enriched
vorhaben-v,vorhaben,vorhaben,verb,,,"hat vor, hatte vor, hat vorgehabt",B1,arbeit-beruf,"plan, intend","планировать, намереваться",,dwds,word_vorhaben-v.mp3,enriched
vorhin-a,vorhin,vorhin,adv,,,,B1,grundwortschatz,"earlier, a short while ago","недавно, некоторое время назад",,dwds,word_vorhin-a.mp3,enriched
vorkommen-v,vorkommen,vorkommen,verb,,,"kommt vor, kam vor, ist vorgekommen",B1,grundwortschatz,"happen, occur","происходить, случаться",,dwds,word_vorkommen-v.mp3,enriched
vorlesen-v,vorlesen,vorlesen,verb,,,"liest vor, las vor, hat vorgelesen",B1,bildung,read aloud,читать вслух,,dwds,word_vorlesen-v.mp3,qa_flagged
vorlaeufig-a,vorläufig,vorläufig,adj,,,,B1,grundwortschatz,"provisional, temporary","предварительный, временный",,dwds,word_vorlaeufig-a.mp3,enriched
vorort-n,Vorort,der Vorort,noun,mask.,Vororte,,B1,wohnen,suburb,пригород,,dwds,word_vorort-n.mp3,enriched
vorschlagen-v,vorschlagen,vorschlagen,verb,,,"schlägt vor, schlug vor, hat vorgeschlagen",B1,grundwortschatz,"suggest, propose",предлагать,,dwds,word_vorschlagen-v.mp3,enriched
vorschrift-n,Vorschrift,die Vorschrift,noun,fem.,Vorschriften,,B1,gesellschaft,"regulation, rule","предписание, правило",,dwds,word_vorschrift-n.mp3,enriched
vorspeise-n,Vorspeise,die Vorspeise,noun,fem.,Vorspeisen,,B1,einkaufen-konsum,"starter, appetizer","закуска, первое блюдо",,dwds,word_vorspeise-n.mp3,enriched
vorstellung-n,Vorstellung,die Vorstellung,noun,fem.,Vorstellungen,,B1,kultur,"performance, idea","представление, идея",,dwds,word_vorstellung-n.mp3,enriched
vorstellungsgespraech-n,Vorstellungsgespräch,das Vorstellungsgespräch,noun,neutr.,Vorstellungsgespräche,,B1,arbeit-beruf,job interview,собеседование,,dwds,word_vorstellungsgespraech-n.mp3,enriched
vorteil-n,Vorteil,der Vorteil,noun,mask.,Vorteile,,B1,grundwortschatz,"advantage, benefit","преимущество, выгода",,dwds,word_vorteil-n.mp3,enriched
vortrag-n,Vortrag,der Vortrag,noun,mask.,Vorträge,,B1,bildung,"presentation, lecture","доклад, лекция",,dwds,word_vortrag-n.mp3,enriched
vorwurf-n,Vorwurf,der Vorwurf,noun,mask.,Vorwürfe,,B1,beziehungen,"blame, reproach","упрёк, обвинение",,dwds,word_vorwurf-n.mp3,enriched
voellig-a,völlig,völlig,adj,,,,B1,grundwortschatz,"completely, utterly","полностью, совершенно",,dwds,word_voellig-a.mp3,enriched
waagerecht-a,waagerecht,waagerecht,adj,,,,B1,technik,horizontal,горизонтальный,,dwds,word_waagerecht-a.mp3,enriched
waagrecht-a,waagrecht,waagrecht,adj,,,,B1,technik,horizontal,горизонтальный,,dwds,word_waagrecht-a.mp3,enriched
wachsen-v,wachsen,wachsen,verb,,,"wächst, wuchs, ist gewachsen",B1,umwelt,"grow, increase","расти, увеличиваться",,dwds,word_wachsen-v.mp3,enriched
wahl-n,Wahl,die Wahl,noun,fem.,Wahlen,,B1,gesellschaft,election,выборы,,dwds,word_wahl-n.mp3,enriched
wahnsinnig-a,wahnsinnig,wahnsinnig,adj,,,,B1,grundwortschatz,"insane, extremely","безумный, чрезвычайно сильный",,dwds,word_wahnsinnig-a.mp3,enriched
wahrheit-n,Wahrheit,die Wahrheit,noun,fem.,Wahrheiten,,B1,gesellschaft,truth,"правда, истина",,dwds,word_wahrheit-n.mp3,enriched
wand-n,Wand,die Wand,noun,fem.,Wände,,B1,wohnen,wall,стена,,dwds,word_wand-n.mp3,enriched
wanderung-n,Wanderung,die Wanderung,noun,fem.,Wanderungen,,B1,freizeit-hobby,"hike, walking tour","поход, пешая прогулка",,dwds,word_wanderung-n.mp3,enriched
wandrung-n,Wandrung,die Wandrung,noun,fem.,Wandrungen,,B1,reisen-verkehr,"wandering, journey","странствие, путешествие",,dwds,word_wandrung-n.mp3,enriched
ware-n,Ware,die Ware,noun,fem.,Waren,,B1,einkaufen-konsum,"goods, merchandise","товар, товары",,dwds,word_ware-n.mp3,enriched
warnen-v,warnen,warnen,verb,,,,B1,gesellschaft,warn,предупреждать,,dwds,word_warnen-v.mp3,enriched
waschmittel-n,Waschmittel,das Waschmittel,noun,neutr.,Waschmittel,,B1,wohnen,laundry detergent,"стиральный порошок, средство для стирки",,dwds,word_waschmittel-n.mp3,enriched
wecker-n,Wecker,der Wecker,noun,mask.,Wecker,,B1,wohnen,alarm clock,будильник,,dwds,word_wecker-n.mp3,enriched
weder-c,weder,weder,conj,,,,B1,grundwortschatz,"neither, nor","ни, ни",,dwds,word_weder-c.mp3,enriched
weg-o,weg-,weg-,other,,,,B1,grundwortschatz,"away, off","прочь, в сторону",,dwds,word_weg-o.mp3,enriched
weigern-v,weigern,weigern,verb,,,,B1,gesellschaft,refuse,отказываться,,dwds,word_weigern-v.mp3,enriched
weiter-a,weiter,weiter,adv,,,,B1,grundwortschatz,"further, onward","дальше, вперёд",,dwds,word_weiter-a.mp3,qa_flagged
weiterbildung-n,Weiterbildung,die Weiterbildung,noun,fem.,Weiterbildungen,,B1,bildung,continuing education,"повышение квалификации, дополнительное образование",,dwds,word_weiterbildung-n.mp3,enriched
weltenweit-a,weltenweit,weltenweit,adj,,,,B1,gesellschaft,"worldwide, global","всемирный, глобальный",,dwds,word_weltenweit-a.mp3,enriched
weltweit-a,weltweit,weltweit,adj,,,,B1,gesellschaft,"worldwide, global","мировой, всемирный",,dwds,word_weltweit-a.mp3,enriched
wenden-v,wenden,wenden,verb,,,"wendet, wandte, hat sich gewandt",B1,gesellschaft,"turn, consult","поворачивать, обращаться",,dwds,word_wenden-v.mp3,enriched
werbung-n,Werbung,die Werbung,noun,fem.,Werbungen,,B1,medien-internet,"advertising, advertisement","реклама, рекламное объявление",,dwds,word_werbung-n.mp3,enriched
werfen-v,werfen,werfen,verb,,,"wirft, warf, hat geworfen",B1,freizeit-hobby,"throw, cast","бросать, кидать",,dwds,word_werfen-v.mp3,enriched
werk-n,Werk,das Werk,noun,neutr.,Werke,,B1,arbeit-beruf,"factory, work","завод, произведение",,dwds,word_werk-n.mp3,enriched
werkzeug-n,Werkzeug,das Werkzeug,noun,neutr.,Werkzeuge,,B1,arbeit-beruf,"tool, instrument","инструмент, орудие",,dwds,word_werkzeug-n.mp3,enriched
wert-n,Wert,der Wert,noun,mask.,Werte,,B1,einkaufen-konsum,"value, worth","ценность, стоимость",,dwds,word_wert-n.mp3,enriched
wert-a,wert,wert,adj,,,,B1,einkaufen-konsum,"worthwhile, valuable","стоящий, ценный",,dwds,word_wert-a.mp3,qa_flagged
wertlos-a,wertlos,wertlos,adj,,,,B1,einkaufen-konsum,"worthless, valueless","бесполезный, ничего не стоящий",,dwds,word_wertlos-a.mp3,enriched
wertvoll-a,wertvoll,wertvoll,adj,,,,B1,einkaufen-konsum,"valuable, precious","ценный, драгоценный",,dwds,word_wertvoll-a.mp3,enriched
weshalb-a,weshalb,weshalb,adv,,,,B1,grundwortschatz,"why, for what reason","почему, по какой причине",,dwds,word_weshalb-a.mp3,enriched
wetten-v,wetten,wetten,verb,,,,B1,freizeit-hobby,"bet, wager","держать пари, спорить",,dwds,word_wetten-v.mp3,enriched
wetterbericht-n,Wetterbericht,der Wetterbericht,noun,mask.,Wetterberichte,,B1,umwelt,"weather forecast, report",прогноз погоды,,dwds,word_wetterbericht-n.mp3,enriched
wettervorhersage-n,Wettervorhersage,die Wettervorhersage,noun,fem.,Wettervorhersagen,,B1,umwelt,weather forecast,прогноз погоды,,dwds,word_wettervorhersage-n.mp3,enriched
widersprechen-v,widersprechen,widersprechen,verb,,,"widerspricht, widersprach, hat widersprochen",B1,gesellschaft,"contradict, disagree","противоречить, возражать",,dwds,word_widersprechen-v.mp3,enriched
wieder-o,wieder-,wieder-,other,,,,B1,grundwortschatz,"again-, re-","вновь-, пере-",,dwds,word_wieder-o.mp3,enriched
wiederholung-n,Wiederholung,die Wiederholung,noun,fem.,Wiederholungen,,B1,bildung,"repetition, repeat","повторение, повтор",,dwds,word_wiederholung-n.mp3,enriched
wiegen-v,wiegen,wiegen,verb,,,"wiegt, wog, hat gewogen",B1,reisen-verkehr,weigh,весить,,dwds,word_wiegen-v.mp3,enriched
wiese-n,Wiese,die Wiese,noun,fem.,Wiesen,,B1,umwelt,"meadow, grassland","луг, лужайка",,dwds,word_wiese-n.mp3,enriched
wieso-a,wieso,wieso,adv,,,,B1,grundwortschatz,"why, how come","почему, отчего",,dwds,word_wieso-a.mp3,enriched
wild-a,wild,wild,adj,,,,B1,umwelt,"wild, untamed","дикий, необузданный",,dwds,word_wild-a.mp3,enriched
